Order_Date,Product_Name,Category,Region,Quantity,Sales,Profit,Column1,Column2,Column3,,,,
27 July 2024,Mouse,Accessories,North,2.00,1366.00,298.32,,,,,,,
11 May 2024,Smartwatch,Electronics,South,7.00,1253.00,354.23,,,,,,,
24 March 2023,Laptop,Electronics,West,7.00,2618.00,300.81,,,,,,,
22 September 2022,Headphones,Accessories,East,9.00,6822.00,1811.37,,,,,,,
05 November 2023,Keyboard,Accessories,East,6.00,5286.00,636.16,,,,,,,
13 June 2024,Monitor,Accessories,North,1.00,579.00,133.57,,,,,,,
28 February 2022,Laptop,Electronics,West,8.00,1392.00,190.99,,,,,,,
14 November 2022,Laptop,Electronics,West,9.00,2493.00,696.69,,,,,,,
17 September 2023,Smartphone,Electronics,North,7.00,6461.00,766.45,,,,,,,
17 August 2022,Tablet,Electronics,East,2.00,1486.00,201.07,,,,,,,
14 May 2023,Printer,Office,South,1.00,1152.00,280.28,,,,,,,
12 March 2022,Smartwatch,Electronics,West,2.00,1750.00,103.99,,,,,,,
12 July 2022,Smartphone,Electronics,West,7.00,4417.00,495.37,,,,,,,
05 July 2024,Laptop,Electronics,South,4.00,3724.00,276.85,,,,,,,
16 June 2023,Camera,Electronics,West,3.00,2220.00,121.14,,,,,,,
20 June 2023,Monitor,Accessories,West,8.00,9104.00,2620.58,,,,,,,
08 August 2024,Printer,Office,West,3.00,3093.00,584.23,,,,,,,
01 March 2023,Headphones,Accessories,South,6.00,3048.00,842.24,,,,,,,
02 May 2022,Smartphone,Electronics,North,1.00,161.00,36.58,,,,,,,
23 July 2023,Monitor,Accessories,West,7.00,7238.00,1889.69,,,,,,,
30 March 2024,Smartphone,Electronics,North,3.00,3561.00,347.31,,,,,,,
07 August 2022,Monitor,Accessories,North,5.00,1850.00,534.39,,,,,,,
06 March 2022,Mouse,Accessories,West,6.00,3522.00,626.72,,,,,,,
24 November 2023,Smartwatch,Electronics,East,1.00,584.00,172.40,,,,,,,
31 August 2023,Smartphone,Electronics,East,4.00,2556.00,412.44,,,,,,,
14 October 2023,Smartphone,Electronics,South,2.00,348.00,56.31,,,,,,,
16 May 2023,Monitor,Accessories,South,9.00,1602.00,142.49,,,,,,,
19 June 2023,Monitor,Accessories,South,3.00,2853.00,437.59,,,,,,,
21 July 2023,Printer,Office,West,1.00,1024.00,230.30,,,,,,,
20 March 2022,Camera,Electronics,East,5.00,4485.00,1324.49,,,,,,,
06 August 2023,Printer,Office,East,2.00,436.00,79.69,,,,,,,
21 October 2024,Smartwatch,Electronics,North,2.00,2232.00,150.12,,,,,,,
14 August 2022,Keyboard,Accessories,South,6.00,7056.00,1445.01,,,,,,,
15 March 2022,Keyboard,Accessories,East,5.00,875.00,96.65,,,,,,,
01 February 2022,Smartwatch,Electronics,East,3.00,315.00,61.94,,,,,,,
24 April 2022,Laptop,Electronics,East,2.00,358.00,51.75,,,,,,,
23 March 2023,Camera,Electronics,South,7.00,3451.00,194.42,,,,,,,
10 February 2022,Laptop,Electronics,North,9.00,1350.00,189.13,,,,,,,
19 October 2023,Tablet,Electronics,West,8.00,3320.00,413.32,,,,,,,
10 September 2024,Mouse,Accessories,North,9.00,8442.00,940.33,,,,,,,
17 June 2022,Keyboard,Accessories,South,1.00,166.00,31.97,,,,,,,
09 August 2023,Mouse,Accessories,North,5.00,3720.00,448.60,,,,,,,
11 July 2023,Laptop,Electronics,South,2.00,1090.00,136.65,,,,,,,
05 January 2024,Laptop,Electronics,West,9.00,9783.00,2347.49,,,,,,,
22 September 2022,Smartphone,Electronics,North,4.00,2432.00,657.18,,,,,,,
22 June 2023,Mouse,Accessories,North,7.00,4060.00,291.42,,,,,,,
26 March 2023,Smartwatch,Electronics,North,1.00,387.00,99.59,,,,,,,
11 August 2023,Smartwatch,Electronics,North,3.00,966.00,120.56,,,,,,,
17 May 2024,Tablet,Electronics,North,3.00,3366.00,882.29,,,,,,,
30 June 2024,Monitor,Accessories,West,7.00,7833.00,1843.94,,,,,,,
09 April 2023,Monitor,Accessories,West,1.00,610.00,33.55,,,,,,,
28 May 2022,Smartwatch,Electronics,West,8.00,4288.00,597.09,,,,,,,
18 July 2022,Printer,Office,North,9.00,7740.00,605.35,,,,,,,
20 August 2024,Smartwatch,Electronics,West,9.00,3150.00,457.13,,,,,,,
31 December 2023,Keyboard,Accessories,West,2.00,894.00,224.75,,,,,,,
09 October 2022,Laptop,Electronics,North,8.00,7544.00,1219.73,,,,,,,
01 March 2024,Keyboard,Accessories,North,8.00,6360.00,1871.88,,,,,,,
19 March 2022,Smartphone,Electronics,West,4.00,2428.00,485.75,,,,,,,
05 October 2022,Headphones,Accessories,South,2.00,574.00,38.52,,,,,,,
25 April 2023,Keyboard,Accessories,West,6.00,6744.00,660.47,,,,,,,
11 September 2023,Headphones,Accessories,North,6.00,798.00,213.40,,,,,,,
13 January 2023,Printer,Office,North,5.00,2860.00,339.00,,,,,,,
03 April 2022,Printer,Office,South,5.00,5410.00,1129.77,,,,,,,
26 February 2023,Laptop,Electronics,West,5.00,4445.00,580.15,,,,,,,
03 November 2024,Smartwatch,Electronics,South,8.00,7536.00,1197.09,,,,,,,
26 September 2023,Monitor,Accessories,North,7.00,4165.00,263.26,,,,,,,
19 February 2024,Laptop,Electronics,East,3.00,3021.00,763.99,,,,,,,
29 April 2024,Keyboard,Accessories,North,2.00,310.00,70.66,,,,,,,
15 May 2024,Headphones,Accessories,South,2.00,2170.00,522.00,,,,,,,
22 October 2024,Tablet,Electronics,West,3.00,2832.00,317.76,,,,,,,
31 July 2022,Smartwatch,Electronics,West,5.00,3945.00,392.09,,,,,,,
10 September 2022,Tablet,Electronics,South,4.00,2104.00,308.00,,,,,,,
24 August 2022,Monitor,Accessories,South,2.00,2060.00,517.64,,,,,,,
23 June 2024,Printer,Office,North,4.00,1060.00,155.78,,,,,,,
13 January 2023,Smartwatch,Electronics,South,6.00,810.00,108.61,,,,,,,
23 September 2022,Laptop,Electronics,West,3.00,873.00,57.42,,,,,,,
08 February 2022,Tablet,Electronics,West,5.00,595.00,121.11,,,,,,,
18 December 2022,Laptop,Electronics,West,2.00,1562.00,119.56,,,,,,,
25 January 2022,Smartwatch,Electronics,East,9.00,5337.00,1575.99,,,,,,,
09 December 2022,Printer,Office,North,2.00,212.00,13.40,,,,,,,
14 June 2023,Printer,Office,East,8.00,2704.00,705.74,,,,,,,
31 May 2024,Laptop,Electronics,North,5.00,3225.00,523.32,,,,,,,
07 August 2023,Monitor,Accessories,North,2.00,1342.00,184.59,,,,,,,
13 July 2022,Mouse,Accessories,South,7.00,3395.00,1012.78,,,,,,,
01 December 2024,Smartwatch,Electronics,East,4.00,3968.00,480.72,,,,,,,
12 April 2024,Smartphone,Electronics,West,5.00,4555.00,776.65,,,,,,,
26 February 2022,Tablet,Electronics,West,2.00,2132.00,365.44,,,,,,,
31 March 2022,Mouse,Accessories,West,6.00,6516.00,842.83,,,,,,,
17 August 2023,Smartwatch,Electronics,North,2.00,2040.00,481.15,,,,,,,
23 September 2024,Mouse,Accessories,East,6.00,6126.00,428.38,,,,,,,
11 September 2022,Smartwatch,Electronics,West,8.00,520.00,30.58,,,,,,,
01 January 2023,Camera,Electronics,South,5.00,4470.00,526.96,,,,,,,
12 July 2024,Smartwatch,Electronics,West,8.00,5504.00,1196.78,,,,,,,
11 January 2022,Headphones,Accessories,West,4.00,3036.00,511.69,,,,,,,
05 October 2024,Smartwatch,Electronics,East,5.00,2725.00,308.29,,,,,,,
16 September 2024,Printer,Office,North,8.00,4080.00,336.96,,,,,,,
23 May 2024,Keyboard,Accessories,North,8.00,3080.00,776.60,,,,,,,
08 June 2023,Smartwatch,Electronics,North,5.00,1525.00,413.75,,,,,,,
16 July 2022,Monitor,Accessories,South,4.00,1332.00,342.85,,,,,,,
24 July 2023,Smartphone,Electronics,South,7.00,4669.00,803.21,,,,,,,
12 March 2022,Smartwatch,Electronics,West,6.00,5310.00,1099.84,,,,,,,
12 January 2023,Camera,Electronics,East,8.00,9392.00,2651.84,,,,,,,
03 November 2022,Monitor,Accessories,South,5.00,1350.00,198.19,,,,,,,
14 March 2024,Monitor,Accessories,North,4.00,3648.00,768.61,,,,,,,
27 July 2023,Printer,Office,North,2.00,300.00,47.59,,,,,,,
14 August 2022,Smartphone,Electronics,North,3.00,3408.00,727.26,,,,,,,
17 November 2024,Keyboard,Accessories,South,9.00,4302.00,475.96,,,,,,,
13 May 2024,Keyboard,Accessories,South,5.00,4575.00,771.24,,,,,,,
21 October 2022,Laptop,Electronics,East,8.00,9304.00,1855.70,,,,,,,
15 April 2024,Monitor,Accessories,East,4.00,1928.00,232.48,,,,,,,
17 January 2023,Printer,Office,East,2.00,1042.00,86.24,,,,,,,
28 November 2023,Tablet,Electronics,East,3.00,2214.00,507.70,,,,,,,
03 May 2024,Keyboard,Accessories,South,4.00,3024.00,678.26,,,,,,,
11 August 2023,Camera,Electronics,East,2.00,1104.00,173.01,,,,,,,
26 July 2022,Mouse,Accessories,East,8.00,6056.00,1631.71,,,,,,,
07 February 2023,Mouse,Accessories,South,5.00,5295.00,1375.98,,,,,,,
19 January 2022,Smartphone,Electronics,North,4.00,3668.00,839.40,,,,,,,
30 June 2023,Printer,Office,South,9.00,4293.00,295.47,,,,,,,
19 August 2022,Mouse,Accessories,North,7.00,5789.00,950.45,,,,,,,
27 August 2023,Smartwatch,Electronics,North,6.00,4440.00,800.92,,,,,,,
10 March 2022,Printer,Office,South,5.00,5515.00,330.02,,,,,,,
12 October 2024,Camera,Electronics,North,4.00,784.00,192.77,,,,,,,
15 June 2024,Laptop,Electronics,East,4.00,576.00,156.59,,,,,,,
09 September 2024,Smartwatch,Electronics,West,5.00,705.00,198.62,,,,,,,
24 September 2023,Keyboard,Accessories,North,6.00,4458.00,1215.30,,,,,,,
25 August 2022,Smartphone,Electronics,East,6.00,6780.00,811.92,,,,,,,
01 October 2023,Smartwatch,Electronics,North,5.00,3970.00,642.70,,,,,,,
08 January 2023,Monitor,Accessories,North,7.00,5131.00,368.11,,,,,,,
02 October 2022,Laptop,Electronics,East,7.00,1750.00,90.21,,,,,,,
11 February 2022,Tablet,Electronics,East,7.00,8337.00,753.35,,,,,,,
15 September 2022,Keyboard,Accessories,East,9.00,9810.00,549.46,,,,,,,
28 January 2024,Keyboard,Accessories,East,3.00,2658.00,794.36,,,,,,,
23 July 2022,Printer,Office,West,1.00,473.00,43.65,,,,,,,
14 January 2022,Tablet,Electronics,North,9.00,2205.00,410.01,,,,,,,
13 June 2023,Smartphone,Electronics,South,9.00,6948.00,1409.30,,,,,,,
09 September 2022,Tablet,Electronics,North,3.00,774.00,212.02,,,,,,,
26 December 2023,Tablet,Electronics,North,3.00,2532.00,343.13,,,,,,,
16 November 2024,Laptop,Electronics,West,7.00,6587.00,1173.91,,,,,,,
01 April 2024,Smartphone,Electronics,East,7.00,7266.00,806.79,,,,,,,
27 November 2024,Smartphone,Electronics,East,7.00,6867.00,502.06,,,,,,,
01 July 2023,Camera,Electronics,South,9.00,4887.00,396.36,,,,,,,
13 February 2023,Mouse,Accessories,West,4.00,864.00,251.99,,,,,,,
09 November 2023,Smartphone,Electronics,East,6.00,5190.00,1215.07,,,,,,,
20 May 2022,Keyboard,Accessories,South,8.00,2128.00,294.45,,,,,,,
26 June 2024,Mouse,Accessories,East,2.00,1718.00,218.82,,,,,,,
02 May 2022,Smartphone,Electronics,North,2.00,1270.00,229.39,,,,,,,
18 May 2023,Keyboard,Accessories,East,7.00,2569.00,130.19,,,,,,,
14 February 2022,Printer,Office,South,2.00,1518.00,262.65,,,,,,,
22 November 2022,Headphones,Accessories,South,2.00,1210.00,268.37,,,,,,,
15 March 2022,Mouse,Accessories,East,2.00,1128.00,94.13,,,,,,,
23 August 2023,Headphones,Accessories,North,1.00,1077.00,77.97,,,,,,,
18 December 2023,Keyboard,Accessories,East,6.00,2244.00,517.47,,,,,,,
16 September 2022,Mouse,Accessories,West,8.00,1608.00,464.18,,,,,,,
15 December 2024,Camera,Electronics,West,5.00,3685.00,476.20,,,,,,,
25 April 2024,Camera,Electronics,North,8.00,4080.00,1079.49,,,,,,,
09 February 2024,Monitor,Accessories,North,1.00,404.00,84.40,,,,,,,
19 April 2023,Keyboard,Accessories,South,2.00,1738.00,163.38,,,,,,,
31 January 2023,Printer,Office,West,3.00,828.00,210.33,,,,,,,
24 November 2023,Mouse,Accessories,North,4.00,4344.00,461.72,,,,,,,
02 October 2023,Tablet,Electronics,North,1.00,1130.00,268.88,,,,,,,
18 April 2024,Headphones,Accessories,North,3.00,1698.00,304.91,,,,,,,
27 June 2023,Tablet,Electronics,East,4.00,844.00,136.02,,,,,,,
20 February 2023,Printer,Office,West,2.00,2286.00,218.18,,,,,,,
12 December 2023,Camera,Electronics,East,2.00,1026.00,170.31,,,,,,,
04 October 2023,Laptop,Electronics,West,6.00,6984.00,1433.65,,,,,,,
18 February 2022,Monitor,Accessories,West,4.00,1672.00,432.35,,,,,,,
08 January 2023,Laptop,Electronics,North,6.00,1092.00,63.98,,,,,,,
01 April 2024,Headphones,Accessories,South,2.00,272.00,24.71,,,,,,,
12 November 2023,Headphones,Accessories,West,2.00,1126.00,204.99,,,,,,,
22 October 2023,Mouse,Accessories,West,7.00,8155.00,2177.38,,,,,,,
29 March 2023,Smartwatch,Electronics,East,7.00,4298.00,358.38,,,,,,,
17 December 2022,Smartphone,Electronics,East,5.00,1365.00,310.66,,,,,,,
28 November 2024,Camera,Electronics,West,6.00,4116.00,381.35,,,,,,,
07 April 2022,Headphones,Accessories,South,8.00,904.00,181.45,,,,,,,
05 December 2024,Smartwatch,Electronics,South,1.00,70.00,10.64,,,,,,,
03 September 2023,Keyboard,Accessories,East,2.00,344.00,72.87,,,,,,,
19 August 2023,Printer,Office,East,1.00,330.00,78.52,,,,,,,
17 August 2024,Headphones,Accessories,South,2.00,518.00,34.22,,,,,,,
18 August 2022,Mouse,Accessories,North,9.00,2763.00,458.40,,,,,,,
26 March 2022,Smartwatch,Electronics,North,2.00,2298.00,343.53,,,,,,,
02 October 2024,Monitor,Accessories,South,1.00,436.00,73.89,,,,,,,
28 September 2022,Mouse,Accessories,East,6.00,1824.00,213.47,,,,,,,
12 May 2024,Laptop,Electronics,North,5.00,1540.00,411.83,,,,,,,
14 March 2023,Tablet,Electronics,East,7.00,5572.00,385.82,,,,,,,
21 September 2023,Monitor,Accessories,East,6.00,3030.00,335.71,,,,,,,
02 May 2024,Monitor,Accessories,West,5.00,1245.00,345.84,,,,,,,
31 January 2022,Tablet,Electronics,South,4.00,1252.00,326.69,,,,,,,
04 June 2024,Camera,Electronics,North,9.00,4959.00,479.28,,,,,,,
16 February 2023,Monitor,Accessories,West,7.00,8162.00,443.81,,,,,,,
26 May 2023,Monitor,Accessories,East,5.00,1370.00,253.92,,,,,,,
28 December 2023,Tablet,Electronics,North,3.00,3111.00,607.23,,,,,,,
10 October 2022,Mouse,Accessories,South,7.00,7805.00,1078.03,,,,,,,
21 April 2024,Smartphone,Electronics,South,9.00,10314.00,2729.60,,,,,,,
29 September 2023,Keyboard,Accessories,South,9.00,10782.00,2730.14,,,,,,,
22 October 2024,Monitor,Accessories,West,5.00,4375.00,987.96,,,,,,,
31 July 2023,Monitor,Accessories,North,5.00,2265.00,595.05,,,,,,,
15 April 2022,Laptop,Electronics,East,1.00,166.00,9.69,,,,,,,
24 April 2024,Headphones,Accessories,North,7.00,7217.00,1481.70,,,,,,,
16 January 2022,Tablet,Electronics,East,3.00,1767.00,186.54,,,,,,,
06 December 2023,Laptop,Electronics,East,3.00,2883.00,557.81,,,,,,,
04 September 2024,Smartwatch,Electronics,South,3.00,1338.00,396.08,,,,,,,
24 August 2024,Printer,Office,East,9.00,9459.00,604.06,,,,,,,
10 June 2022,Printer,Office,North,3.00,168.00,45.31,,,,,,,
03 October 2022,Smartphone,Electronics,South,9.00,4536.00,479.78,,,,,,,
25 February 2022,Mouse,Accessories,East,4.00,4404.00,793.70,,,,,,,
18 August 2023,Monitor,Accessories,North,4.00,1952.00,148.67,,,,,,,
23 December 2022,Mouse,Accessories,North,3.00,2004.00,467.76,,,,,,,
30 June 2022,Keyboard,Accessories,South,4.00,468.00,131.48,,,,,,,
10 November 2024,Smartphone,Electronics,West,9.00,8667.00,1597.49,,,,,,,
24 February 2024,Printer,Office,West,7.00,6097.00,567.32,,,,,,,
11 April 2022,Headphones,Accessories,South,9.00,4752.00,1415.65,,,,,,,
10 May 2023,Keyboard,Accessories,East,1.00,1172.00,124.90,,,,,,,
20 May 2022,Keyboard,Accessories,North,2.00,1608.00,170.29,,,,,,,
21 May 2023,Printer,Office,South,7.00,7595.00,969.07,,,,,,,
17 July 2024,Smartwatch,Electronics,West,1.00,1142.00,306.84,,,,,,,
18 November 2024,Keyboard,Accessories,North,2.00,116.00,13.67,,,,,,,
06 June 2022,Smartphone,Electronics,East,9.00,3951.00,908.13,,,,,,,
21 December 2023,Keyboard,Accessories,East,2.00,1606.00,138.96,,,,,,,
16 November 2022,Headphones,Accessories,South,3.00,2025.00,403.00,,,,,,,
24 July 2023,Smartwatch,Electronics,West,2.00,2006.00,235.52,,,,,,,
05 June 2024,Camera,Electronics,South,9.00,9423.00,652.06,,,,,,,
24 August 2022,Laptop,Electronics,North,4.00,2276.00,399.94,,,,,,,
22 August 2022,Monitor,Accessories,West,5.00,4880.00,664.06,,,,,,,
18 November 2024,Laptop,Electronics,East,3.00,1773.00,183.15,,,,,,,
21 January 2023,Smartwatch,Electronics,South,9.00,2718.00,195.97,,,,,,,
07 November 2022,Headphones,Accessories,East,4.00,3168.00,939.45,,,,,,,
31 January 2022,Camera,Electronics,West,2.00,1716.00,368.06,,,,,,,
07 February 2024,Smartphone,Electronics,West,2.00,214.00,14.08,,,,,,,
04 June 2024,Camera,Electronics,East,2.00,2092.00,366.12,,,,,,,
21 March 2024,Headphones,Accessories,West,3.00,225.00,46.96,,,,,,,
26 March 2023,Smartwatch,Electronics,East,1.00,859.00,217.67,,,,,,,
10 April 2022,Printer,Office,West,2.00,2070.00,183.41,,,,,,,
10 June 2024,Keyboard,Accessories,South,6.00,3240.00,758.19,,,,,,,
08 October 2022,Tablet,Electronics,East,2.00,1748.00,506.52,,,,,,,
06 July 2023,Mouse,Accessories,West,8.00,2080.00,108.48,,,,,,,
18 June 2022,Smartwatch,Electronics,North,3.00,2193.00,521.14,,,,,,,
08 June 2023,Headphones,Accessories,West,5.00,2080.00,614.77,,,,,,,
13 May 2022,Mouse,Accessories,South,5.00,5070.00,986.39,,,,,,,
08 March 2024,Laptop,Electronics,South,7.00,469.00,47.40,,,,,,,
08 October 2023,Printer,Office,South,1.00,802.00,153.55,,,,,,,
31 December 2024,Smartphone,Electronics,West,6.00,930.00,213.60,,,,,,,
11 March 2022,Smartwatch,Electronics,South,1.00,495.00,55.17,,,,,,,
01 August 2024,Monitor,Accessories,East,6.00,4938.00,847.89,,,,,,,
21 August 2022,Tablet,Electronics,South,2.00,1300.00,267.46,,,,,,,
11 December 2024,Mouse,Accessories,South,7.00,2100.00,131.67,,,,,,,
13 March 2024,Camera,Electronics,South,2.00,2248.00,636.52,,,,,,,
05 December 2023,Headphones,Accessories,North,8.00,7096.00,991.23,,,,,,,
13 May 2022,Headphones,Accessories,East,3.00,1992.00,252.21,,,,,,,
29 January 2022,Camera,Electronics,South,4.00,4056.00,1189.26,,,,,,,
22 December 2022,Camera,Electronics,East,2.00,1986.00,208.88,,,,,,,
07 April 2024,Printer,Office,East,3.00,1635.00,196.73,,,,,,,
05 March 2022,Smartwatch,Electronics,East,9.00,3132.00,443.27,,,,,,,
21 May 2023,Smartphone,Electronics,South,8.00,7064.00,1554.52,,,,,,,
16 March 2024,Camera,Electronics,East,1.00,907.00,249.20,,,,,,,
14 January 2023,Mouse,Accessories,South,9.00,7938.00,1191.41,,,,,,,
11 November 2023,Printer,Office,South,4.00,4360.00,1207.46,,,,,,,
19 August 2024,Keyboard,Accessories,West,3.00,375.00,95.04,,,,,,,
24 September 2022,Monitor,Accessories,North,7.00,826.00,101.01,,,,,,,
04 November 2023,Headphones,Accessories,East,1.00,1011.00,186.42,,,,,,,
09 September 2023,Mouse,Accessories,East,3.00,807.00,148.58,,,,,,,
17 December 2024,Headphones,Accessories,North,2.00,1840.00,367.70,,,,,,,
07 February 2022,Keyboard,Accessories,West,5.00,4550.00,1039.34,,,,,,,
07 January 2024,Smartphone,Electronics,North,9.00,8793.00,901.70,,,,,,,
09 July 2024,Headphones,Accessories,North,5.00,310.00,32.01,,,,,,,
28 November 2023,Headphones,Accessories,East,3.00,1143.00,275.04,,,,,,,
10 March 2022,Monitor,Accessories,West,3.00,2610.00,740.21,,,,,,,
31 July 2022,Tablet,Electronics,West,6.00,1494.00,269.25,,,,,,,
05 July 2023,Smartphone,Electronics,North,4.00,1524.00,189.32,,,,,,,
21 November 2023,Tablet,Electronics,North,9.00,9441.00,2171.42,,,,,,,
18 June 2022,Smartphone,Electronics,South,4.00,3520.00,417.26,,,,,,,
29 March 2023,Tablet,Electronics,West,2.00,390.00,103.99,,,,,,,
27 January 2024,Printer,Office,South,3.00,3219.00,255.09,,,,,,,
29 September 2024,Laptop,Electronics,North,1.00,450.00,75.89,,,,,,,
12 August 2023,Smartwatch,Electronics,South,4.00,828.00,216.98,,,,,,,
17 January 2022,Printer,Office,East,1.00,1146.00,152.79,,,,,,,
09 July 2024,Monitor,Accessories,West,3.00,1986.00,361.33,,,,,,,
21 March 2023,Smartwatch,Electronics,North,8.00,7264.00,1776.83,,,,,,,
08 June 2023,Laptop,Electronics,East,7.00,7469.00,915.63,,,,,,,
19 March 2024,Laptop,Electronics,South,5.00,1385.00,165.55,,,,,,,
13 March 2023,Tablet,Electronics,North,4.00,4556.00,315.07,,,,,,,
08 February 2024,Monitor,Accessories,North,3.00,456.00,61.42,,,,,,,
15 November 2024,Monitor,Accessories,North,2.00,1984.00,125.13,,,,,,,
17 September 2024,Smartwatch,Electronics,North,6.00,5178.00,1321.58,,,,,,,
11 May 2023,Smartwatch,Electronics,West,1.00,281.00,30.51,,,,,,,
26 November 2024,Monitor,Accessories,South,9.00,3033.00,177.92,,,,,,,
27 March 2022,Camera,Electronics,East,3.00,1107.00,65.88,,,,,,,
10 April 2022,Mouse,Accessories,South,3.00,1446.00,356.70,,,,,,,
27 July 2024,Printer,Office,North,3.00,1335.00,263.04,,,,,,,
23 January 2023,Mouse,Accessories,South,2.00,266.00,20.11,,,,,,,
22 April 2024,Smartphone,Electronics,West,6.00,648.00,162.30,,,,,,,
15 March 2023,Tablet,Electronics,South,2.00,344.00,80.87,,,,,,,
25 May 2024,Smartphone,Electronics,West,6.00,5724.00,1640.19,,,,,,,
16 March 2022,Headphones,Accessories,East,5.00,4920.00,323.38,,,,,,,
07 January 2023,Camera,Electronics,West,5.00,5440.00,457.04,,,,,,,
25 April 2024,Smartphone,Electronics,West,7.00,7994.00,908.65,,,,,,,
23 October 2023,Camera,Electronics,South,9.00,3780.00,724.36,,,,,,,
27 May 2023,Smartphone,Electronics,North,1.00,1017.00,209.97,,,,,,,
31 January 2023,Smartphone,Electronics,West,6.00,1578.00,82.85,,,,,,,
09 October 2023,Smartphone,Electronics,South,2.00,912.00,161.37,,,,,,,
29 April 2024,Laptop,Electronics,West,6.00,2520.00,182.59,,,,,,,
06 December 2024,Mouse,Accessories,East,8.00,2632.00,262.55,,,,,,,
10 July 2023,Monitor,Accessories,West,6.00,6582.00,729.68,,,,,,,
16 January 2024,Camera,Electronics,East,8.00,3432.00,172.69,,,,,,,
10 September 2023,Keyboard,Accessories,South,2.00,1030.00,254.65,,,,,,,
13 October 2022,Mouse,Accessories,West,8.00,1192.00,289.91,,,,,,,
24 July 2024,Printer,Office,West,9.00,7083.00,994.47,,,,,,,
22 February 2022,Printer,Office,South,7.00,3675.00,227.14,,,,,,,
30 October 2023,Monitor,Accessories,North,4.00,4740.00,833.27,,,,,,,
14 April 2024,Headphones,Accessories,East,4.00,1716.00,364.96,,,,,,,
07 February 2023,Printer,Office,South,7.00,3528.00,260.06,,,,,,,
22 June 2022,Camera,Electronics,South,3.00,777.00,71.72,,,,,,,
29 April 2022,Camera,Electronics,East,4.00,3368.00,558.93,,,,,,,
11 October 2022,Tablet,Electronics,North,4.00,4240.00,251.46,,,,,,,
15 April 2022,Laptop,Electronics,South,3.00,3285.00,292.87,,,,,,,
14 January 2023,Smartphone,Electronics,South,6.00,4872.00,612.73,,,,,,,
24 August 2022,Smartphone,Electronics,East,9.00,2466.00,638.41,,,,,,,
26 October 2024,Tablet,Electronics,West,5.00,2465.00,497.19,,,,,,,
15 May 2023,Tablet,Electronics,North,3.00,612.00,40.15,,,,,,,
25 October 2022,Tablet,Electronics,South,5.00,4170.00,658.98,,,,,,,
13 March 2023,Camera,Electronics,South,8.00,1088.00,160.33,,,,,,,
30 July 2024,Keyboard,Accessories,West,2.00,1626.00,354.49,,,,,,,
06 November 2023,Smartphone,Electronics,North,6.00,6486.00,359.49,,,,,,,
14 December 2022,Monitor,Accessories,West,8.00,6968.00,1226.22,,,,,,,
03 January 2024,Smartphone,Electronics,North,1.00,357.00,82.86,,,,,,,
17 February 2024,Laptop,Electronics,South,1.00,454.00,58.40,,,,,,,
04 April 2024,Tablet,Electronics,East,3.00,3582.00,501.47,,,,,,,
25 June 2024,Tablet,Electronics,West,9.00,3762.00,484.75,,,,,,,
31 October 2024,Smartwatch,Electronics,South,9.00,6642.00,394.48,,,,,,,
25 September 2024,Monitor,Accessories,West,4.00,408.00,45.20,,,,,,,
08 March 2024,Tablet,Electronics,West,1.00,105.00,25.26,,,,,,,
04 May 2024,Tablet,Electronics,West,3.00,2682.00,584.69,,,,,,,
11 July 2022,Keyboard,Accessories,East,7.00,497.00,76.31,,,,,,,
19 August 2022,Printer,Office,South,7.00,4823.00,420.58,,,,,,,
01 October 2024,Smartwatch,Electronics,North,8.00,4048.00,666.10,,,,,,,
19 October 2023,Printer,Office,South,7.00,2758.00,459.02,,,,,,,
23 December 2022,Smartphone,Electronics,North,8.00,4096.00,266.35,,,,,,,
11 October 2024,Printer,Office,North,8.00,7264.00,1318.00,,,,,,,
09 April 2022,Mouse,Accessories,East,6.00,4302.00,957.38,,,,,,,
03 March 2022,Printer,Office,North,7.00,3297.00,583.86,,,,,,,
27 January 2023,Printer,Office,North,5.00,5960.00,1139.78,,,,,,,
22 January 2024,Keyboard,Accessories,West,1.00,386.00,114.90,,,,,,,
20 January 2022,Printer,Office,West,1.00,684.00,170.36,,,,,,,
15 June 2022,Laptop,Electronics,South,3.00,1275.00,168.64,,,,,,,
18 May 2023,Mouse,Accessories,North,9.00,5949.00,368.51,,,,,,,
06 February 2023,Camera,Electronics,East,7.00,5159.00,755.22,,,,,,,
01 July 2022,Monitor,Accessories,North,4.00,1100.00,127.13,,,,,,,
26 January 2024,Mouse,Accessories,South,2.00,290.00,50.23,,,,,,,
05 August 2023,Smartwatch,Electronics,East,8.00,7144.00,492.10,,,,,,,
09 August 2022,Keyboard,Accessories,West,5.00,4200.00,330.48,,,,,,,
08 February 2022,Monitor,Accessories,North,6.00,5022.00,291.89,,,,,,,
13 December 2024,Smartphone,Electronics,West,2.00,2354.00,371.34,,,,,,,
10 October 2024,Smartphone,Electronics,South,2.00,2032.00,149.70,,,,,,,
15 October 2024,Printer,Office,South,8.00,9528.00,1942.35,,,,,,,
25 May 2024,Keyboard,Accessories,South,2.00,2372.00,275.88,,,,,,,
14 February 2022,Laptop,Electronics,West,3.00,2703.00,609.75,,,,,,,
04 May 2023,Laptop,Electronics,South,4.00,1264.00,267.82,,,,,,,
21 May 2024,Smartphone,Electronics,South,4.00,1624.00,333.74,,,,,,,
14 May 2023,Mouse,Accessories,West,8.00,2976.00,507.77,,,,,,,
